antecedents,consequents,support,confidence,lift
"annual_inc_Inc Low(<50k), grade_Grade B","fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",0.047372,0.520846160612191,2.980624002038359
"dti_DTI Healthy(<20), int_rate_IntRate Medium, loan_amnt_Loan Small(<10k)",grade_Grade B,0.062264,0.8775015502564969,2.980603355445228
"annual_inc_Inc Low(<50k), fico_range_low_FICO Good(670-739), int_rate_IntRate High",grade_Grade C,0.048308,0.8573761181314781,2.9770004101787437
"int_rate_IntRate Medium, purpose_credit_card",grade_Grade B,0.055704,0.8763451010005664,2.976675252376212
"emp_length_Emp Short(0-3), fico_range_low_FICO Good(670-739), grade_Grade B",int_rate_IntRate Medium,0.04892,0.7455044193843341,2.974118419016429
"emp_length_Emp Short(0-3), int_rate_IntRate High","grade_Grade C, purpose_debt_consolidation",0.042196,0.5087778528021607,2.9734311242148856
"grade_Grade B, home_Home RENT",int_rate_IntRate Medium,0.086068,0.7452549182599059,2.9731230581970522
"emp_length_Emp Short(0-3), grade_Grade B","fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",0.04892,0.5193867583980974,2.972272343531666
"dti_DTI Healthy(<20), home_Home MORTGAGE, int_rate_IntRate Medium",grade_Grade B,0.063548,0.8747866306921425,2.9713816072204944
"annual_inc_Inc Mid(50-100k), int_rate_IntRate Medium, loan_amnt_Loan Small(<10k)",grade_Grade B,0.042068,0.8743764549384768,2.969988366117569
"dti_DTI Healthy(<20), int_rate_IntRate High, revol_util_Util High(60-90)",grade_Grade C,0.041308,0.8546011254551473,2.967365018941484
"int_rate_IntRate Medium, purpose_debt_consolidation","fico_range_low_FICO Good(670-739), grade_Grade B",0.084416,0.6097835823051807,2.967027940371646
"emp_length_Emp Mid(4-7), fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",grade_Grade B,0.041464,0.8734411863835524,2.966811545982909
"dti_DTI Manageable(20-35), grade_Grade B",int_rate_IntRate Medium,0.07558,0.7434000865562419,2.9657233849146345
"grade_Grade B, home_Home RENT","fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",0.059812,0.5179066223330563,2.9638020323047214
"home_Home MORTGAGE, int_rate_IntRate Medium, revol_util_Util Moderate(30-60)",grade_Grade B,0.044608,0.8722039730955733,2.9626091122932205
"emp_length_Emp Mid(4-7), fico_range_low_FICO Good(670-739), grade_Grade B",int_rate_IntRate Medium,0.041464,0.7426033383480193,2.962544834312144
"grade_Grade B, revol_util_Util High(60-90)","fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",0.044828,0.5175009235315847,2.961480357160101
"dti_DTI Manageable(20-35), fico_range_low_FICO Good(670-739), grade_Grade B",int_rate_IntRate Medium,0.055344,0.7421154258742758,2.960598354268167
"fico_range_low_FICO Good(670-739), home_Home MORTGAGE, int_rate_IntRate Medium",grade_Grade B,0.075344,0.8714721939483667,2.960123483201202
"fico_range_low_FICO Good(670-739), grade_Grade B, purpose_debt_consolidation",int_rate_IntRate Medium,0.084416,0.7417404751862786,2.959102524440201
"dti_DTI Healthy(<20), emp_length_Emp Short(0-3), int_rate_IntRate Medium",grade_Grade B,0.045048,0.8709303224808599,2.958282912191614
"emp_length_Emp Mid(4-7), grade_Grade B","fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",0.041464,0.5167755122388953,2.957329077043534
"dti_DTI Healthy(<20), int_rate_IntRate Medium",grade_Grade B,0.134176,0.8705943420711133,2.957141689892506
"dti_DTI Healthy(<20), int_rate_IntRate Medium, revol_util_Util Moderate(30-60)",grade_Grade B,0.05606,0.8705509658985031,2.956994354351514
"emp_length_Emp Long(8+), int_rate_IntRate Medium","fico_range_low_FICO Good(670-739), grade_Grade B",0.061592,0.6075599747474748,2.956208518623369
"int_rate_IntRate Medium, loan_amnt_Loan Small(<10k), revol_util_Util Moderate(30-60)",grade_Grade B,0.041548,0.870297444490993,2.956133219966417
"fico_range_low_FICO Good(670-739), int_rate_IntRate High, revol_util_Util High(60-90)",grade_Grade C,0.049332,0.8513149720439015,2.955954764041325
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",grade_Grade B,0.073816,0.8697742376396287,2.954356046927449
"grade_Grade B, home_Home MORTGAGE","fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",0.075344,0.5162528092967166,2.9543378273171985
grade_Grade B,"fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",0.151976,0.5162158122851592,2.954126106104697
"fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",grade_Grade B,0.151976,0.8697065421416471,2.9541261061046966
"fico_range_low_FICO Good(670-739), int_rate_IntRate Medium, revol_util_Util Moderate(30-60)",grade_Grade B,0.069256,0.8697006228651799,2.9541060001398756
"annual_inc_Inc Mid(50-100k), dti_DTI Healthy(<20), int_rate_IntRate Medium",grade_Grade B,0.06524,0.8691713296029844,2.9523081534319657
"emp_length_Emp Short(0-3), fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",grade_Grade B,0.04892,0.8690400056846443,2.9518620864004714
"dti_DTI Healthy(<20), int_rate_IntRate High","grade_Grade C, purpose_debt_consolidation",0.071776,0.5048248698832466,2.9503288559462244
int_rate_IntRate Medium,"fico_range_low_FICO Good(670-739), grade_Grade B",0.151976,0.6062936839753614,2.9500471193818676
"fico_range_low_FICO Good(670-739), grade_Grade B",int_rate_IntRate Medium,0.151976,0.7394706111327365,2.9500471193818676
"dti_DTI Healthy(<20), emp_length_Emp Long(8+), int_rate_IntRate Medium",grade_Grade B,0.052584,0.8684679923366585,2.9499191326770644
"emp_length_Emp Mid(4-7), int_rate_IntRate Medium","fico_range_low_FICO Good(670-739), grade_Grade B",0.041464,0.6062342827065911,2.9497580902422684
"int_rate_IntRate Medium, loan_amnt_Loan Small(<10k)",grade_Grade B,0.097468,0.868420114758188,2.949756507242388
"grade_Grade B, loan_amnt_Loan Small(<10k), purpose_debt_consolidation",int_rate_IntRate Medium,0.047984,0.7393528505392912,2.9495773247825423
"dti_DTI Healthy(<20), grade_Grade B, home_Home RENT",int_rate_IntRate Medium,0.055868,0.7388383410918324,2.947524738661445
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",grade_Grade B,0.061592,0.8677373908143139,2.9474375036151477
"dti_DTI Healthy(<20), int_rate_IntRate Medium, purpose_debt_consolidation",grade_Grade B,0.072384,0.8673728610458707,2.9461993079097795
"fico_range_low_FICO Good(670-739), int_rate_IntRate Medium, purpose_debt_consolidation",grade_Grade B,0.084416,0.8671213739830719,2.9453450835690815
"annual_inc_Inc Mid(50-100k), int_rate_IntRate Medium","fico_range_low_FICO Good(670-739), grade_Grade B",0.073816,0.6052277721294809,2.944860705184317
"grade_Grade B, loan_amnt_Loan Small(<10k), revol_util_Util Moderate(30-60)",int_rate_IntRate Medium,0.041548,0.73797513321492,2.944081053581368
"fico_range_low_FICO Good(670-739), grade_Grade B, revol_util_Util Moderate(30-60)",int_rate_IntRate Medium,0.069256,0.7379592532605915,2.9440177020257856
"grade_Grade B, purpose_debt_consolidation",int_rate_IntRate Medium,0.118584,0.7379215930304915,2.9438674601478136
"fico_range_low_FICO Good(670-739), home_Home RENT, int_rate_IntRate Medium",grade_Grade B,0.059812,0.8663885509009791,2.9428559085507637
"int_rate_IntRate Medium, loan_amnt_Loan Small(<10k), purpose_debt_consolidation",grade_Grade B,0.047984,0.8663248357044847,2.9426394875901303
"emp_length_Emp Short(0-3), int_rate_IntRate Medium","fico_range_low_FICO Good(670-739), grade_Grade B",0.04892,0.6047569598971467,2.9425698710448946
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), grade_Grade B",int_rate_IntRate Medium,0.073816,0.7375699440447643,2.9424645902274134
"dti_DTI Healthy(<20), int_rate_IntRate Medium, loan_amnt_Loan Medium(10-25k)",grade_Grade B,0.05636,0.866170775189033,2.942116191318844
"emp_length_Emp Short(0-3), grade_Grade B",int_rate_IntRate Medium,0.069456,0.737418779462352,2.9418615336161236
"grade_Grade B, loan_amnt_Loan Small(<10k)",int_rate_IntRate Medium,0.097468,0.7369869642803133,2.940138848340062
"grade_Grade B, purpose_debt_consolidation, revol_util_Util Moderate(30-60)",int_rate_IntRate Medium,0.052384,0.7365579302587176,2.938427258236993
"emp_length_Emp Mid(4-7), grade_Grade B",int_rate_IntRate Medium,0.059088,0.736427538760656,2.9379070738544666
"emp_length_Emp Long(8+), grade_Grade B","fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",0.061592,0.5133522253708951,2.9377387799918457
"grade_Grade B, purpose_credit_card","fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",0.040016,0.5133415435139573,2.937677651386928
"home_Home MORTGAGE, int_rate_IntRate Medium",grade_Grade B,0.105084,0.8647465437788018,2.937278514486222
"fico_range_low_FICO Good(670-739), int_rate_IntRate Medium, loan_amnt_Loan Medium(10-25k)",grade_Grade B,0.067412,0.864744214685207,2.9372706032703597
"annual_inc_Inc Low(<50k), fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",grade_Grade B,0.047372,0.8640741281190719,2.9349945249353673
"emp_length_Emp Mid(4-7), int_rate_IntRate Medium",grade_Grade B,0.059088,0.863910170185391,2.934437610173065
"annual_inc_Inc Mid(50-100k), int_rate_IntRate Medium, revol_util_Util Moderate(30-60)",grade_Grade B,0.045084,0.8637443482259177,2.9338743638874396
"dti_DTI Healthy(<20), fico_range_low_FICO Good(670-739), grade_Grade B",int_rate_IntRate Medium,0.092228,0.7350250247059199,2.9323118784744513
"annual_inc_Inc Mid(50-100k), grade_Grade B","fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",0.073816,0.5123122622914412,2.9317874278455407
"fico_range_low_FICO Good(670-739), int_rate_IntRate Medium, revol_util_Util High(60-90)",grade_Grade B,0.044828,0.8629398629398629,2.931141774364013
"annual_inc_Inc Mid(50-100k), home_Home MORTGAGE, int_rate_IntRate Medium",grade_Grade B,0.055236,0.862900706117603,2.9310087706607346
"emp_length_Emp Long(8+), home_Home MORTGAGE, int_rate_IntRate Medium",grade_Grade B,0.0513,0.8625327863339834,2.929759060114616
"dti_DTI Healthy(<20), home_Home RENT, int_rate_IntRate Medium",grade_Grade B,0.055868,0.8622137168961046,2.9286752791949313
"annual_inc_Inc Mid(50-100k), grade_Grade B, purpose_debt_consolidation",int_rate_IntRate Medium,0.058688,0.7340771501475959,2.928530423784811
"int_rate_IntRate Medium, revol_util_Util Moderate(30-60)",grade_Grade B,0.091668,0.8617033276931754,2.9269416437724196
"annual_inc_Inc Mid(50-100k), int_rate_IntRate Medium",grade_Grade B,0.105032,0.8611721491587682,2.9251373933736233
"home_Home MORTGAGE, int_rate_IntRate Medium, purpose_debt_consolidation",grade_Grade B,0.05802,0.8607797756809684,2.9238046211361546
"emp_length_Emp Long(8+), grade_Grade B, purpose_debt_consolidation",int_rate_IntRate Medium,0.049024,0.7328390337239895,2.923591076995458
"fico_range_low_FICO Good(670-739), grade_Grade B, revol_util_Util High(60-90)",int_rate_IntRate Medium,0.044828,0.7327231121281464,2.9231286189007855
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739), grade_Grade B",int_rate_IntRate Medium,0.061592,0.7326798629615531,2.9229560804964136
int_rate_IntRate Medium,grade_Grade B,0.215684,0.8604506430919477,2.9226866587816325
grade_Grade B,int_rate_IntRate Medium,0.215684,0.7326123286368391,2.9226866587816325
"grade_Grade B, revol_util_Util Excellent(<30)",int_rate_IntRate Medium,0.051108,0.7324581518000458,2.9220715850702366
"annual_inc_Inc Low(<50k), int_rate_IntRate Medium, loan_amnt_Loan Small(<10k)",grade_Grade B,0.046896,0.8597829275447345,2.920418634069967
"home_Home MORTGAGE, int_rate_IntRate Medium, loan_amnt_Loan Medium(10-25k)",grade_Grade B,0.049512,0.859762450510523,2.9203490798716154
"emp_length_Emp Long(8+), int_rate_IntRate Medium",grade_Grade B,0.08714,0.8595722853535354,2.9197031472178887
"int_rate_IntRate Medium, purpose_debt_consolidation, revol_util_Util Moderate(30-60)",grade_Grade B,0.052384,0.8595431871882384,2.919604309684102
"home_Home RENT, int_rate_IntRate Medium, loan_amnt_Loan Small(<10k)",grade_Grade B,0.046472,0.8591924271557462,2.9184128855441713
"grade_Grade B, revol_util_Util High(60-90)",int_rate_IntRate Medium,0.063348,0.731298485408201,2.9174452071625803
"grade_Grade B, revol_util_Util Moderate(30-60)",int_rate_IntRate Medium,0.091668,0.7311913725990683,2.917017890878101
"emp_length_Emp Short(0-3), int_rate_IntRate Medium",grade_Grade B,0.069456,0.8586263165702418,2.916489981692646
"grade_Grade B, loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",int_rate_IntRate Medium,0.05588,0.7305339120430894,2.9143950150124844
"annual_inc_Inc Mid(50-100k), int_rate_IntRate Medium, purpose_debt_consolidation",grade_Grade B,0.058688,0.8579113553970296,2.9140614780948275
"dti_DTI Healthy(<20), emp_length_Emp Short(0-3), grade_Grade B",int_rate_IntRate Medium,0.045048,0.730444934492152,2.9140400476021764
"dti_DTI Healthy(<20), grade_Grade B, loan_amnt_Loan Small(<10k)",int_rate_IntRate Medium,0.062264,0.7303181007788309,2.9135340566608323
"dti_DTI Healthy(<20), int_rate_IntRate Medium","fico_range_low_FICO Good(670-739), grade_Grade B",0.092228,0.5984168180638464,2.911720601711981
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+), int_rate_IntRate Medium",grade_Grade B,0.047084,0.8567581337797511,2.910144338323362
"int_rate_IntRate Medium, purpose_debt_consolidation",grade_Grade B,0.118584,0.8565979947412522,2.9096003951755147
"dti_DTI Healthy(<20), grade_Grade B, purpose_debt_consolidation",int_rate_IntRate Medium,0.072384,0.7292657370839043,2.9093357525767733
"annual_inc_Inc Mid(50-100k), grade_Grade B",int_rate_IntRate Medium,0.105032,0.7289636600871714,2.908130645354624
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+), grade_Grade B",int_rate_IntRate Medium,0.047084,0.728583807873236,2.906615261358775
"dti_DTI Manageable(20-35), fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",grade_Grade B,0.055344,0.8556586270871984,2.9064096516596187
"int_rate_IntRate Medium, revol_util_Util High(60-90)","fico_range_low_FICO Good(670-739), grade_Grade B",0.044828,0.5970379841244473,2.9050116004498214
"emp_length_Emp Long(8+), int_rate_IntRate Medium, purpose_debt_consolidation",grade_Grade B,0.049024,0.8548510846062635,2.9036666777838054
"annual_inc_Inc Mid(50-100k), int_rate_IntRate Medium, loan_amnt_Loan Medium(10-25k)",grade_Grade B,0.053056,0.8544189641844886,2.9021988973807713
"int_rate_IntRate Medium, loan_amnt_Loan Medium(10-25k)",grade_Grade B,0.093008,0.8542876037916085,2.9017527064564628
"annual_inc_Inc Mid(50-100k), grade_Grade B, loan_amnt_Loan Small(<10k)",int_rate_IntRate Medium,0.042068,0.7271658715342598,2.9009585402541243
"int_rate_IntRate Medium, loan_amnt_Loan Medium(10-25k), revol_util_Util Moderate(30-60)",grade_Grade B,0.040144,0.85332879857155,2.898495939496576
"fico_range_low_FICO Good(670-739), grade_Grade B, loan_amnt_Loan Medium(10-25k)",int_rate_IntRate Medium,0.067412,0.7264850418139495,2.8982424353475147
"annual_inc_Inc Mid(50-100k), grade_Grade B, revol_util_Util Moderate(30-60)",int_rate_IntRate Medium,0.045084,0.7264114462490332,2.897948832895961
"emp_length_Emp Long(8+), grade_Grade B",int_rate_IntRate Medium,0.08714,0.7262877146191031,2.8974552174189476
"annual_inc_Inc Low(<50k), int_rate_IntRate Medium",grade_Grade B,0.068356,0.8528721864550581,2.8969449683260353
"home_Home RENT, int_rate_IntRate Medium",grade_Grade B,0.086068,0.8527663284717819,2.8965854012573944
"annual_inc_Inc Low(<50k), int_rate_IntRate High","fico_range_low_FICO Good(670-739), grade_Grade C",0.048308,0.5479582577132486,2.895389521448907
"fico_range_low_FICO Good(670-739), grade_Grade B, home_Home MORTGAGE",int_rate_IntRate Medium,0.075344,0.7257455498189103,2.895292302919088
"fico_range_low_FICO Good(670-739), grade_Grade B, purpose_credit_card",int_rate_IntRate Medium,0.040016,0.7256110829041851,2.8947558600524412
"annual_inc_Inc Mid(50-100k), grade_Grade B, loan_amnt_Loan Medium(10-25k)",int_rate_IntRate Medium,0.053056,0.7244920253441118,2.89029148718648
"int_rate_IntRate Medium, loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",grade_Grade B,0.05588,0.8507917174177831,2.889878253752609
"grade_Grade B, home_Home MORTGAGE, purpose_debt_consolidation",int_rate_IntRate Medium,0.05802,0.7239468955879417,2.8881167442789617
int_rate_IntRate Medium,"dti_DTI Healthy(<20), grade_Grade B",0.134176,0.5352822902371301,2.8874867312392394
"dti_DTI Healthy(<20), grade_Grade B",int_rate_IntRate Medium,0.134176,0.7237889739993527,2.8874867312392394
"annual_inc_Inc Mid(50-100k), int_rate_IntRate Medium","dti_DTI Healthy(<20), grade_Grade B",0.06524,0.5349119412285593,2.8854889482606505
"home_Home RENT, int_rate_IntRate Medium","fico_range_low_FICO Good(670-739), grade_Grade B",0.059812,0.5926204819277108,2.883517331294817
"annual_inc_Inc Mid(50-100k), dti_DTI Healthy(<20), grade_Grade B",int_rate_IntRate Medium,0.06524,0.7221927027984415,2.8811185602976157
"home_Home RENT, int_rate_IntRate High","fico_range_low_FICO Good(670-739), grade_Grade C",0.057752,0.5452005135563779,2.8808177116034592
"grade_Grade B, loan_amnt_Loan Medium(10-25k)",int_rate_IntRate Medium,0.093008,0.7217083617853374,2.879186328253508
"home_Home RENT, int_rate_IntRate Medium, purpose_debt_consolidation",grade_Grade B,0.047988,0.847604917337855,2.879053672293362
"fico_range_low_FICO Fair(<670), grade_Grade B",int_rate_IntRate Medium,0.043524,0.7214560403129558,2.878179715926323
"dti_DTI Healthy(<20), grade_Grade B, revol_util_Util Moderate(30-60)",int_rate_IntRate Medium,0.05606,0.7208991307031531,2.875957978421924
"annual_inc_Inc Low(<50k), int_rate_IntRate Medium","fico_range_low_FICO Good(670-739), grade_Grade B",0.047372,0.5910565453910266,2.875907675121772
"dti_DTI Manageable(20-35), int_rate_IntRate Medium",grade_Grade B,0.07558,0.845981643160958,2.873539908292544
"grade_Grade B, home_Home MORTGAGE",int_rate_IntRate Medium,0.105084,0.720029600394672,2.8724890706071555
"emp_length_Emp Long(8+), grade_Grade B, home_Home MORTGAGE",int_rate_IntRate Medium,0.0513,0.7200202110936447,2.8724516128907407
"grade_Grade B, loan_amnt_Loan Medium(10-25k), revol_util_Util Moderate(30-60)",int_rate_IntRate Medium,0.040144,0.7197360872059667,2.8713181278762274
"annual_inc_Inc Mid(50-100k), grade_Grade B, home_Home MORTGAGE",int_rate_IntRate Medium,0.055236,0.7197060509720123,2.871198301200062
"grade_Grade B, home_Home MORTGAGE, revol_util_Util Moderate(30-60)",int_rate_IntRate Medium,0.044608,0.7187882694166936,2.8675368996612742
"int_rate_IntRate Medium, revol_util_Util High(60-90)",grade_Grade B,0.063348,0.8436950615310852,2.8657730925228093
"int_rate_IntRate Medium, loan_amnt_Loan Small(<10k)","fico_range_low_FICO Good(670-739), grade_Grade B",0.066088,0.5888306782137638,2.865077258727928
"dti_DTI Healthy(<20), int_rate_IntRate High","fico_range_low_FICO Good(670-739), grade_Grade C",0.076972,0.5413700942467294,2.8605779291459505
"dti_DTI Manageable(20-35), int_rate_IntRate Medium, purpose_debt_consolidation",grade_Grade B,0.04298,0.8418207458476966,2.859406617599274
"dti_DTI Healthy(<20), emp_length_Emp Long(8+), grade_Grade B",int_rate_IntRate Medium,0.052584,0.7148838979824895,2.8519607840874217
"grade_Grade B, purpose_credit_card",int_rate_IntRate Medium,0.055704,0.7145935960591133,2.850802652391701
"fico_range_low_FICO Good(670-739), int_rate_IntRate Medium","dti_DTI Healthy(<20), grade_Grade B",0.092228,0.5277892230920661,2.8470666905387105
"int_rate_IntRate Medium, revol_util_Util Moderate(30-60)","dti_DTI Healthy(<20), grade_Grade B",0.05606,0.5269787554051513,2.842694764295778
"grade_Grade B, home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k)",int_rate_IntRate Medium,0.049512,0.7124438816622539,2.842226572871469
"dti_DTI Healthy(<20), grade_Grade B, loan_amnt_Loan Medium(10-25k)",int_rate_IntRate Medium,0.05636,0.7103604739097555,2.8339150173529326
"dti_DTI Healthy(<20), grade_Grade B, home_Home MORTGAGE",int_rate_IntRate Medium,0.063548,0.7093677442400428,2.8299546174961017
"home_Home MORTGAGE, int_rate_IntRate Medium","dti_DTI Healthy(<20), grade_Grade B",0.063548,0.5229427254772876,2.8209231064693476
"int_rate_IntRate Medium, purpose_debt_consolidation","dti_DTI Healthy(<20), grade_Grade B",0.072384,0.522869773758271,2.8205295811752675
"int_rate_IntRate High, revol_util_Util High(60-90)","fico_range_low_FICO Good(670-739), grade_Grade C",0.049332,0.5320075920973169,2.8111068421856404
"emp_length_Emp Long(8+), int_rate_IntRate Medium","dti_DTI Healthy(<20), grade_Grade B",0.052584,0.5187026515151515,2.798050768773069
"int_rate_IntRate Medium, loan_amnt_Loan Medium(10-25k)","dti_DTI Healthy(<20), grade_Grade B",0.05636,0.5176721287383349,2.7924917938199103
"fico_range_low_FICO Fair(<670), int_rate_IntRate Medium",grade_Grade B,0.043524,0.8054630246502331,2.735910601249416
"int_rate_IntRate High, loan_amnt_Loan Small(<10k)","fico_range_low_FICO Good(670-739), grade_Grade C",0.051356,0.5144036219399816,2.7180881678396083
"dti_DTI Healthy(<20), fico_range_low_FICO VeryGood(740-799)",int_rate_IntRate Low,0.042628,0.676463120477339,2.707238588066446
"fico_range_low_FICO VeryGood(740-799), revol_util_Util Excellent(<30)",int_rate_IntRate Low,0.042988,0.6408467501490757,2.564700127061358
fico_range_low_FICO VeryGood(740-799),int_rate_IntRate Low,0.060428,0.6357897394890788,2.5444617223581623
"grade_Grade A, int_rate_IntRate Low, loan_amnt_Loan Small(<10k)",revol_util_Util Excellent(<30),0.042216,0.5151810992873181,2.2389054483508244
"grade_Grade A, loan_amnt_Loan Small(<10k)",revol_util_Util Excellent(<30),0.042228,0.5150258561810909,2.238230783389645
"dti_DTI Manageable(20-35), home_Home RENT, loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.043868,0.6823668491786958,2.15048737875722
"emp_length_Emp Short(0-3), home_Home RENT, loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.051024,0.622274257280843,1.9611048485409854
"dti_DTI Manageable(20-35), loan_amnt_Loan Small(<10k), purpose_debt_consolidation",annual_inc_Inc Low(<50k),0.043556,0.6062242511969714,1.9105230602347607
"home_Home RENT, loan_amnt_Loan Small(<10k), purpose_debt_consolidation",annual_inc_Inc Low(<50k),0.058456,0.6042088725348328,1.9041715700040114
"home_Home RENT, loan_amnt_Loan Small(<10k), revol_util_Util Moderate(30-60)",annual_inc_Inc Low(<50k),0.046408,0.6040506065496954,1.9036727928375443
"fico_range_low_FICO Good(670-739), home_Home RENT, loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.067936,0.5936178392925797,1.870793800637172
"home_Home RENT, loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.110412,0.5881237482422125,1.8534791062381424
"int_rate_IntRate Very High, loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.04366,0.5840646404109588,1.840686778810994
"annual_inc_Inc Low(<50k), int_rate_IntRate Low",loan_amnt_Loan Small(<10k),0.042768,0.7174875855589854,1.8127895095378013
"dti_DTI Manageable(20-35), loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.079816,0.5712404454496007,1.80027117327518
"annual_inc_Inc Low(<50k), dti_DTI Healthy(<20), home_Home RENT",loan_amnt_Loan Small(<10k),0.062772,0.7109268823049741,1.796213370419246
"emp_length_Emp Mid(4-7), loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.067212,0.5682064114703097,1.7907093784912758
"emp_length_Emp Mid(4-7), fico_range_low_FICO Good(670-739), loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.040852,0.5676411738550466,1.7889280253099407
"dti_DTI Manageable(20-35), fico_range_low_FICO Good(670-739), loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.050144,0.5597928016432973,1.7641937853545997
"annual_inc_Inc Low(<50k), dti_DTI Healthy(<20), emp_length_Emp Short(0-3)",loan_amnt_Loan Small(<10k),0.04374,0.6980975485188968,1.7637990371682521
"emp_length_Emp Short(0-3), fico_range_low_FICO Good(670-739), loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.04706,0.557292406802141,1.7563137607691612
"annual_inc_Inc Low(<50k), revol_util_Util Excellent(<30)",loan_amnt_Loan Small(<10k),0.056272,0.6941675713016876,1.7538696368337097
"emp_length_Emp Short(0-3), loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.07572,0.5549204115733005,1.7488383891149941
"annual_inc_Inc Low(<50k), grade_Grade B, int_rate_IntRate Medium",loan_amnt_Loan Small(<10k),0.046896,0.6860553572473521,1.7333734821506048
"annual_inc_Inc Low(<50k), grade_Grade B",loan_amnt_Loan Small(<10k),0.062396,0.686032192804996,1.7333149553426954
"annual_inc_Inc Low(<50k), int_rate_IntRate Medium",loan_amnt_Loan Small(<10k),0.054544,0.6805409991515696,1.7194410173817805
"loan_amnt_Loan Small(<10k), purpose_debt_consolidation, revol_util_Util Moderate(30-60)",annual_inc_Inc Low(<50k),0.043688,0.5421692727724001,1.7086530209525135
"annual_inc_Inc Low(<50k), fico_range_low_FICO Good(670-739), grade_Grade B",loan_amnt_Loan Small(<10k),0.042196,0.6745316196687767,1.704257841666271
"annual_inc_Inc Low(<50k), emp_length_Emp Short(0-3), home_Home RENT",loan_amnt_Loan Small(<10k),0.051024,0.6731398416886543,1.7007414037895012
"int_rate_IntRate High, loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.053872,0.5396049521214793,1.7005715334043874
"annual_inc_Inc Low(<50k), dti_DTI Healthy(<20)",loan_amnt_Loan Small(<10k),0.10648,0.6729869801542157,1.7003551869522773
"grade_Grade C, int_rate_IntRate High, loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.046684,0.5391260162601627,1.6990621612444776
"annual_inc_Inc Low(<50k), emp_length_Emp Short(0-3), loan_amnt_Loan Small(<10k)",home_Home RENT,0.051024,0.6738510301109351,1.6976827556684277
"annual_inc_Inc Low(<50k), dti_DTI Healthy(<20), revol_util_Util Moderate(30-60)",loan_amnt_Loan Small(<10k),0.043052,0.6691743347426014,1.6907222347662443
"grade_Grade C, loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.060568,0.5362087892630758,1.6898684850778292
"annual_inc_Inc Low(<50k), fico_range_low_FICO Fair(<670)",loan_amnt_Loan Small(<10k),0.05786,0.6646296636647676,1.6792397614523984
"annual_inc_Inc Low(<50k), dti_DTI Healthy(<20), emp_length_Emp Short(0-3)",home_Home RENT,0.041548,0.6631128702757916,1.6706293151227731
"dti_DTI Healthy(<20), home_Home RENT, loan_amnt_Loan Small(<10k)",annual_inc_Inc Low(<50k),0.062772,0.5285618053216571,1.6657689226923278
"annual_inc_Inc Low(<50k), dti_DTI Healthy(<20), fico_range_low_FICO Good(670-739)",loan_amnt_Loan Small(<10k),0.063664,0.6584205518553758,1.6635519461115331
"annual_inc_Inc Low(<50k), home_Home RENT",loan_amnt_Loan Small(<10k),0.110412,0.6534646433559811,1.6510304487103862
"annual_inc_Inc Low(<50k), home_Home RENT, revol_util_Util Moderate(30-60)",loan_amnt_Loan Small(<10k),0.046408,0.6520541786095655,1.6474667972307817
