antecedents,consequents,support,confidence,lift
"dti_DTI Manageable(20-35), emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739)",home_Home MORTGAGE,0.066292,0.6042365465947207,1.2302935801265662
"annual_inc_Inc Mid(50-100k), emp_length_Emp Short(0-3), purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.04592,0.5755828528453246,1.2295310998720972
"annual_inc_Inc Mid(50-100k), dti_DTI Manageable(20-35), revol_util_Util Moderate(30-60)",loan_amnt_Loan Medium(10-25k),0.043444,0.5755391871125007,1.2294378233329504
"emp_length_Emp Long(8+), loan_amnt_Loan Medium(10-25k), revol_util_Util Moderate(30-60)",home_Home MORTGAGE,0.049192,0.6031387935262384,1.228058431391639
"dti_DTI Manageable(20-35), emp_length_Emp Long(8+), home_Home MORTGAGE",annual_inc_Inc Mid(50-100k),0.05566,0.5944294929300696,1.2271763398970859
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739), purpose_debt_consolidation",home_Home MORTGAGE,0.09394,0.6019942581769712,1.2257280286704413
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739)",home_Home MORTGAGE,0.160668,0.6013744160977362,1.224465960470375
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739), int_rate_IntRate High",home_Home MORTGAGE,0.041092,0.6012172997015274,1.2241460538134907
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+), purpose_debt_consolidation",home_Home MORTGAGE,0.078112,0.6011945077273567,1.2240996467901841
"grade_Grade A, home_Home RENT",dti_DTI Healthy(<20),0.044584,0.7203050277885485,1.223984400448177
"emp_length_Emp Long(8+), loan_amnt_Loan Medium(10-25k), revol_util_Util Moderate(30-60)",annual_inc_Inc Mid(50-100k),0.048352,0.5928396272682688,1.2238941246857247
"grade_Grade A, home_Home RENT, int_rate_IntRate Low",dti_DTI Healthy(<20),0.044536,0.7201345320483797,1.2236946841220946
"annual_inc_Inc Upper(100-150k), loan_amnt_Loan Medium(10-25k)",dti_DTI Healthy(<20),0.049388,0.7180575748764176,1.2201653971106108
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739), grade_Grade C",home_Home MORTGAGE,0.046196,0.599045593651123,1.2197242159971717
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), int_rate_IntRate High",loan_amnt_Loan Medium(10-25k),0.046008,0.5705357142857143,1.2187496566902376
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739), revol_util_Util Moderate(30-60)",home_Home MORTGAGE,0.069416,0.5982281360956945,1.2180597804575846
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739), int_rate_IntRate Medium",home_Home MORTGAGE,0.042456,0.5981403212172443,1.2178809794866639
"dti_DTI Healthy(<20), emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739)",home_Home MORTGAGE,0.088204,0.5978310966517555,1.217251363486304
"dti_DTI Manageable(20-35), emp_length_Emp Long(8+), loan_amnt_Loan Medium(10-25k)",home_Home MORTGAGE,0.048236,0.5975126350213061,1.2166029397825964
"grade_Grade A, loan_amnt_Loan Small(<10k)",dti_DTI Healthy(<20),0.058672,0.7155820080007806,1.2159587691944507
"grade_Grade A, int_rate_IntRate Low, loan_amnt_Loan Small(<10k)",dti_DTI Healthy(<20),0.058632,0.715513033291028,1.2158415633365076
"emp_length_Emp Short(0-3), int_rate_IntRate Low",dti_DTI Healthy(<20),0.056152,0.7150934746064898,1.215128624699214
"emp_length_Emp Long(8+), loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",home_Home MORTGAGE,0.074924,0.5965856610504189,1.2147155165015084
"grade_Grade C, home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.040884,0.5880897583429229,1.2140882068567407
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), purpose_credit_card",loan_amnt_Loan Medium(10-25k),0.042272,0.5680804171370208,1.2135047745871268
"emp_length_Emp Short(0-3), revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.05472,0.7129827487361234,1.2115419559418368
"emp_length_Emp Long(8+), loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.11682,0.5865635669813215,1.2109374447371146
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Fair(<670), purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.040268,0.5663253825382538,1.2097557580730516
"annual_inc_Inc Mid(50-100k), int_rate_IntRate Very High, loan_amnt_Loan Medium(10-25k)",purpose_debt_consolidation,0.045164,0.6843859861801431,1.2093078076167156
"emp_length_Emp Long(8+), grade_Grade B",home_Home MORTGAGE,0.071248,0.5938323053842307,1.2091093746370236
"home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",annual_inc_Inc Mid(50-100k),0.087644,0.5856363927941411,1.209023330045627
"annual_inc_Inc Mid(50-100k), int_rate_IntRate Very High",loan_amnt_Loan Medium(10-25k),0.065992,0.5657944373949724,1.2086215798000828
"annual_inc_Inc Mid(50-100k), grade_Grade C, home_Home MORTGAGE",loan_amnt_Loan Medium(10-25k),0.040884,0.5656962585787026,1.208411855157739
"home_Home MORTGAGE, int_rate_IntRate Very High, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.040224,0.5656429294633818,1.2082979361876176
"home_Home RENT, int_rate_IntRate Low",dti_DTI Healthy(<20),0.059612,0.7100385916432417,1.2065390721424278
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), revol_util_Util High(60-90)",loan_amnt_Loan Medium(10-25k),0.05574,0.5647645294642133,1.2064215423517584
"annual_inc_Inc Mid(50-100k), home_Home MORTGAGE, revol_util_Util High(60-90)",loan_amnt_Loan Medium(10-25k),0.04748,0.564754020363498,1.206399093340122
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), grade_Grade C",loan_amnt_Loan Medium(10-25k),0.051332,0.5643111560617388,1.205453068924446
"annual_inc_Inc Mid(50-100k), home_Home RENT, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.059308,0.564193302891933,1.2052013169190166
"emp_length_Emp Long(8+), fico_range_low_FICO Good(670-739), loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.077568,0.5836920205881467,1.2050092499982386
"grade_Grade A, int_rate_IntRate Low, loan_amnt_Loan Medium(10-25k)",home_Home MORTGAGE,0.050032,0.5917865253595761,1.2049439363746937
"home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k), revol_util_Util Moderate(30-60)",annual_inc_Inc Mid(50-100k),0.059028,0.5836035751008463,1.2048266577637066
"grade_Grade A, loan_amnt_Loan Medium(10-25k)",home_Home MORTGAGE,0.05004,0.5916012484630663,1.20456669177139
"grade_Grade B, loan_amnt_Loan Medium(10-25k), revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.043688,0.7832759609868043,1.2039138175165451
"annual_inc_Inc Mid(50-100k), dti_DTI Manageable(20-35), fico_range_low_FICO Good(670-739)",loan_amnt_Loan Medium(10-25k),0.071716,0.5632736412189758,1.203236781973836
"annual_inc_Inc Mid(50-100k), dti_DTI Healthy(<20), purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.088608,0.5627476882430648,1.2021132677173634
"annual_inc_Inc Mid(50-100k), home_Home MORTGAGE, revol_util_Util Moderate(30-60)",loan_amnt_Loan Medium(10-25k),0.059028,0.5625786283405131,1.201752130468571
"dti_DTI Manageable(20-35), emp_length_Emp Long(8+)",home_Home MORTGAGE,0.093636,0.590004032664583,1.2013145807330474
grade_Grade A,dti_DTI Healthy(<20),0.133784,0.7067599264628193,1.200967772650808
"grade_Grade A, int_rate_IntRate Low",dti_DTI Healthy(<20),0.133708,0.7066869622206718,1.200843787546257
"annual_inc_Inc Mid(50-100k), dti_DTI Manageable(20-35)",loan_amnt_Loan Medium(10-25k),0.104504,0.5621516944593867,1.2008401358150838
"annual_inc_Inc Mid(50-100k), revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.076472,0.7066346331546849,1.200754866939032
"dti_DTI Manageable(20-35), emp_length_Emp Long(8+), purpose_debt_consolidation",home_Home MORTGAGE,0.057116,0.5893350943084733,1.1999525469903678
"annual_inc_Inc Mid(50-100k), revol_util_Util High(60-90)",loan_amnt_Loan Medium(10-25k),0.086252,0.5616242121164765,1.199713354601857
emp_length_Emp Long(8+),home_Home MORTGAGE,0.23912,0.589191906249692,1.1996609999953005
"fico_range_low_FICO VeryGood(740-799), int_rate_IntRate Low",dti_DTI Healthy(<20),0.042628,0.7054345667571325,1.1987156439800923
"emp_length_Emp Long(8+), grade_Grade B, int_rate_IntRate Medium",home_Home MORTGAGE,0.0513,0.5887078264861143,1.1986753591419705
"annual_inc_Inc Mid(50-100k), dti_DTI Manageable(20-35), home_Home MORTGAGE",loan_amnt_Loan Medium(10-25k),0.058644,0.5608002142064797,1.1979531717688168
"annual_inc_Inc Mid(50-100k), dti_DTI Healthy(<20), emp_length_Emp Long(8+)",home_Home MORTGAGE,0.072228,0.5883483757453325,1.197943476998714
"home_Home MORTGAGE, int_rate_IntRate Very High, loan_amnt_Loan Medium(10-25k)",purpose_debt_consolidation,0.040224,0.6779021167587974,1.1978508314758618
"annual_inc_Inc Mid(50-100k), home_Home RENT, loan_amnt_Loan Small(<10k)",dti_DTI Healthy(<20),0.047392,0.7045251828506868,1.1971703656985766
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), revol_util_Util Moderate(30-60)",loan_amnt_Loan Medium(10-25k),0.07872,0.5601890068600381,1.1966475414200228
"dti_DTI Healthy(<20), emp_length_Emp Long(8+)",home_Home MORTGAGE,0.137036,0.5873004988599935,1.1958098817832954
"grade_Grade A, home_Home MORTGAGE",dti_DTI Healthy(<20),0.074512,0.7036071765816808,1.1956104357946766
"grade_Grade A, home_Home MORTGAGE, int_rate_IntRate Low",dti_DTI Healthy(<20),0.074492,0.7036043524255705,1.1956056368235601
"int_rate_IntRate Low, loan_amnt_Loan Small(<10k)",dti_DTI Healthy(<20),0.076668,0.7035827031789149,1.1955688491583827
"loan_amnt_Loan Small(<10k), revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.078636,0.7031870372357549,1.1948965104636171
"emp_length_Emp Long(8+), int_rate_IntRate Medium",home_Home MORTGAGE,0.059476,0.5866871843434344,1.19456110443513
"emp_length_Emp Long(8+), purpose_debt_consolidation",home_Home MORTGAGE,0.138192,0.586493735782433,1.1941672214036818
"grade_Grade B, loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",annual_inc_Inc Mid(50-100k),0.04424,0.5783611358050514,1.1940038477523214
"grade_Grade B, home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.040188,0.5782778864970646,1.1938319828258845
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.042012,0.7021191256100007,1.1930818526165192
"int_rate_IntRate Very High, loan_amnt_Loan Medium(10-25k)",purpose_debt_consolidation,0.084996,0.6745714285714286,1.1919655163013023
"annual_inc_Inc Mid(50-100k), purpose_credit_card",loan_amnt_Loan Medium(10-25k),0.061,0.5578519954640231,1.1916553353840864
"emp_length_Emp Long(8+), revol_util_Util Moderate(30-60)",home_Home MORTGAGE,0.094588,0.5851914177534708,1.1915155553974712
"int_rate_IntRate Low, loan_amnt_Loan Medium(10-25k)",home_Home MORTGAGE,0.065456,0.5848045171896219,1.190727782326588
"home_Home RENT, revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.064964,0.7004657983265764,1.190272422270101
"grade_Grade A, int_rate_IntRate Low, revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.058296,0.7739365939142903,1.1895589877688106
"grade_Grade A, revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.058316,0.7737912000424606,1.18933551392307
"dti_DTI Healthy(<20), emp_length_Emp Long(8+), revol_util_Util Moderate(30-60)",home_Home MORTGAGE,0.054428,0.5838160209379156,1.188715092761041
"dti_DTI Healthy(<20), grade_Grade A, revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.040024,0.7732612055641421,1.1885208997801167
"fico_range_low_FICO Good(670-739), int_rate_IntRate Very High, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.051236,0.5563566867914694,1.188461132311975
"grade_Grade A, loan_amnt_Loan Medium(10-25k)",dti_DTI Healthy(<20),0.05914,0.6991866073961978,1.1880987462806594
"dti_DTI Healthy(<20), emp_length_Emp Long(8+), purpose_debt_consolidation",home_Home MORTGAGE,0.075984,0.5834689928433209,1.1880085045228592
"grade_Grade A, int_rate_IntRate Low, loan_amnt_Loan Medium(10-25k)",dti_DTI Healthy(<20),0.059104,0.6990915972747919,1.1879372995296313
"annual_inc_Inc Mid(50-100k), int_rate_IntRate High",loan_amnt_Loan Medium(10-25k),0.067908,0.5559849353201244,1.1876670155428906
"dti_DTI Healthy(<20), emp_length_Emp Long(8+), grade_Grade B",home_Home MORTGAGE,0.0429,0.583229104355865,1.1875200645770687
"emp_length_Emp Long(8+), purpose_credit_card",home_Home MORTGAGE,0.051012,0.5831275720164609,1.1873133333125532
"annual_inc_Inc Mid(50-100k), dti_DTI Healthy(<20), revol_util_Util High(60-90)",loan_amnt_Loan Medium(10-25k),0.043928,0.5555443140428976,1.1867257825632462
"dti_DTI Healthy(<20), int_rate_IntRate Low, loan_amnt_Loan Medium(10-25k)",home_Home MORTGAGE,0.044748,0.5825955629621915,1.1862301030317541
"fico_range_low_FICO Good(670-739), int_rate_IntRate Very High, loan_amnt_Loan Medium(10-25k)",purpose_debt_consolidation,0.051236,0.6712960536659504,1.1861779395156138
annual_inc_Inc Upper(100-150k),dti_DTI Healthy(<20),0.096884,0.698031643563215,1.1861361642353931
"annual_inc_Inc Mid(50-100k), grade_Grade C, int_rate_IntRate High",loan_amnt_Loan Medium(10-25k),0.059064,0.5552171460800902,1.186026902839563
"home_Home MORTGAGE, revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.07396,0.6979202053372588,1.1859468018889956
"grade_Grade D, loan_amnt_Loan Medium(10-25k)",purpose_debt_consolidation,0.04808,0.6707214999162993,1.185162704912073
"grade_Grade D, int_rate_IntRate Very High, loan_amnt_Loan Medium(10-25k)",purpose_debt_consolidation,0.043212,0.6704940417080436,1.1847607869992218
"fico_range_low_FICO Fair(<670), grade_Grade B",dti_DTI Healthy(<20),0.042044,0.6969234849489457,1.1842531163532313
"int_rate_IntRate Very High, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.084996,0.5542398080283785,1.1839391625190725
"home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.140244,0.5734731263698518,1.1839127442666868
"emp_length_Emp Long(8+), int_rate_IntRate High",home_Home MORTGAGE,0.059212,0.5806692033107128,1.1823078180829447
"annual_inc_Inc Mid(50-100k), dti_DTI Manageable(20-35), emp_length_Emp Long(8+)",loan_amnt_Loan Medium(10-25k),0.049492,0.5534037033723948,1.1821531178650355
"annual_inc_Inc Mid(50-100k), grade_Grade B, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.04424,0.5533596837944664,1.1820590854597985
"home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k), revol_util_Util High(60-90)",annual_inc_Inc Mid(50-100k),0.04748,0.572489630558503,1.181882355794328
"emp_length_Emp Long(8+), grade_Grade C, int_rate_IntRate High",home_Home MORTGAGE,0.051736,0.5804424897904231,1.1818462038523718
"emp_length_Emp Long(8+), purpose_debt_consolidation, revol_util_Util Moderate(30-60)",home_Home MORTGAGE,0.055628,0.5801835627868168,1.181318999346035
"fico_range_low_FICO Good(670-739), home_Home MORTGAGE, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.094188,0.5721818579447427,1.181246971322045
revol_util_Util Excellent(<30),dti_DTI Healthy(<20),0.159916,0.6949727079929076,1.1809382421390733
"fico_range_low_FICO Good(670-739), int_rate_IntRate Medium, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.044588,0.57196367181487,1.1807965346269313
int_rate_IntRate Low,dti_DTI Healthy(<20),0.173532,0.6944835755907024,1.1801070797745805
"annual_inc_Inc Mid(50-100k), grade_Grade A",dti_DTI Healthy(<20),0.064864,0.6944456340199564,1.1800426072401262
"annual_inc_Inc Mid(50-100k), grade_Grade A, int_rate_IntRate Low",dti_DTI Healthy(<20),0.064836,0.694443254359282,1.1800385635816324
"emp_length_Emp Long(8+), grade_Grade A, int_rate_IntRate Low",dti_DTI Healthy(<20),0.054996,0.6943939393939393,1.1799547647103772
"emp_length_Emp Long(8+), grade_Grade A",dti_DTI Healthy(<20),0.055,0.6943392415290612,1.1798618189016354
"grade_Grade B, revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.048428,0.6940495299243292,1.1793695240110813
"emp_length_Emp Long(8+), grade_Grade C, purpose_debt_consolidation",home_Home MORTGAGE,0.040608,0.5791875855773619,1.1792910777089702
"grade_Grade A, purpose_credit_card",dti_DTI Healthy(<20),0.04238,0.6937078504550515,1.178788922287901
"grade_Grade A, int_rate_IntRate Low, purpose_credit_card",dti_DTI Healthy(<20),0.042364,0.6936730416557506,1.178729773141777
"fico_range_low_FICO Good(670-739), grade_Grade A",dti_DTI Healthy(<20),0.083548,0.6936206953807326,1.1786408232919607
"fico_range_low_FICO Good(670-739), grade_Grade A, int_rate_IntRate Low",dti_DTI Healthy(<20),0.083508,0.6935419573450269,1.1785070270199542
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), home_Home MORTGAGE",loan_amnt_Loan Medium(10-25k),0.094188,0.5515424074204202,1.1781771112003028
"grade_Grade A, purpose_debt_consolidation",dti_DTI Healthy(<20),0.062788,0.6931160860158078,1.177783361567885
"fico_range_low_FICO Good(670-739), int_rate_IntRate Low, loan_amnt_Loan Medium(10-25k)",home_Home MORTGAGE,0.042732,0.5783974011911207,1.1776821734098384
"grade_Grade A, int_rate_IntRate Low, purpose_debt_consolidation",dti_DTI Healthy(<20),0.06276,0.6930518132426343,1.1776741455153754
"grade_Grade B, int_rate_IntRate Medium, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.053056,0.5704455530707037,1.1776624381089202
"int_rate_IntRate Medium, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.062096,0.5703578514218531,1.1774813814996514
"emp_length_Emp Long(8+), grade_Grade C",home_Home MORTGAGE,0.066516,0.577937649880096,1.1767460680226416
"fico_range_low_FICO Fair(<670), loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",annual_inc_Inc Mid(50-100k),0.040268,0.5698516925166986,1.1764364363210869
"dti_DTI Manageable(20-35), purpose_debt_consolidation, revol_util_Util High(60-90)",loan_amnt_Loan Medium(10-25k),0.044576,0.5506200899253916,1.1762069030217792
"annual_inc_Inc Mid(50-100k), grade_Grade C",loan_amnt_Loan Medium(10-25k),0.075992,0.5504911477499927,1.1759314632411217
"dti_DTI Manageable(20-35), home_Home MORTGAGE, purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.06172,0.5504030819718913,1.1757433415615495
"dti_DTI Manageable(20-35), int_rate_IntRate Very High",purpose_debt_consolidation,0.07378,0.6653320347725715,1.1756395375638267
"dti_DTI Manageable(20-35), emp_length_Emp Long(8+), purpose_debt_consolidation",annual_inc_Inc Mid(50-100k),0.05518,0.5693590325642824,1.1754193592002329
"dti_DTI Manageable(20-35), loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",annual_inc_Inc Mid(50-100k),0.068076,0.5693496587715777,1.175400007373382
"dti_DTI Healthy(<20), emp_length_Emp Long(8+), loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.06344,0.5689890220276961,1.1746554869808834
"emp_length_Emp Mid(4-7), int_rate_IntRate Low",dti_DTI Healthy(<20),0.045832,0.6908235861569998,1.173887811825819
"dti_DTI Manageable(20-35), home_Home MORTGAGE, revol_util_Util Moderate(30-60)",annual_inc_Inc Mid(50-100k),0.042768,0.5684814972352191,1.1736077219815915
"fico_range_low_FICO Good(670-739), loan_amnt_Loan Small(<10k), revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.044364,0.6905547599775855,1.1734310066705844
"grade_Grade B, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.073232,0.5682537711838104,1.1731375904931798
"int_rate_IntRate High, loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",annual_inc_Inc Mid(50-100k),0.044328,0.568162009741092,1.1729481525989331
"annual_inc_Inc Mid(50-100k), revol_util_Util Moderate(30-60)",loan_amnt_Loan Medium(10-25k),0.10754,0.5487294621900194,1.1721682392787065
"annual_inc_Inc Mid(50-100k), emp_length_Emp Long(8+), revol_util_Util Moderate(30-60)",loan_amnt_Loan Medium(10-25k),0.048352,0.548681403476919,1.172065578676354
"home_Home MORTGAGE, purpose_debt_consolidation, revol_util_Util High(60-90)",loan_amnt_Loan Medium(10-25k),0.052384,0.5485005863628748,1.1716793262645468
"home_Home MORTGAGE, purpose_debt_consolidation, revol_util_Util Moderate(30-60)",loan_amnt_Loan Medium(10-25k),0.06278,0.5484118941961634,1.1714898665251754
"dti_DTI Manageable(20-35), emp_length_Emp Long(8+), purpose_debt_consolidation",loan_amnt_Loan Medium(10-25k),0.053148,0.5483924223038508,1.1714482716495578
"dti_DTI Manageable(20-35), home_Home MORTGAGE, purpose_debt_consolidation",annual_inc_Inc Mid(50-100k),0.063624,0.5673824641506742,1.1713388113468421
"dti_DTI Manageable(20-35), loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.104504,0.5673152088942933,1.1711999655117247
"home_Home MORTGAGE, int_rate_IntRate Low",dti_DTI Healthy(<20),0.094796,0.6890446008024655,1.1708648559410588
"fico_range_low_FICO Good(670-739), grade_Grade B, loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.052624,0.5671178549874989,1.1707925361228992
"emp_length_Emp Long(8+), purpose_debt_consolidation, revol_util_Util High(60-90)",loan_amnt_Loan Medium(10-25k),0.044064,0.5479234021387714,1.1704463743960496
"annual_inc_Inc Mid(50-100k), grade_Grade A, int_rate_IntRate Low",home_Home MORTGAGE,0.053652,0.5746540422432629,1.1700602734972734
"fico_range_low_FICO Good(670-739), grade_Grade A, home_Home MORTGAGE",dti_DTI Healthy(<20),0.045636,0.6885334942667471,1.1699963538446523
"grade_Grade C, loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",annual_inc_Inc Mid(50-100k),0.049352,0.5666651357185505,1.1698579149742572
"annual_inc_Inc Mid(50-100k), grade_Grade A",home_Home MORTGAGE,0.053664,0.5745364224230226,1.1698207863120762
"fico_range_low_FICO VeryGood(740-799), revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.046164,0.6881932021466904,1.1694181095863503
"dti_DTI Manageable(20-35), home_Home RENT, loan_amnt_Loan Medium(10-25k)",purpose_debt_consolidation,0.045,0.6617257808364214,1.169267298609058
"dti_DTI Manageable(20-35), loan_amnt_Loan Medium(10-25k), revol_util_Util Moderate(30-60)",annual_inc_Inc Mid(50-100k),0.043444,0.5659423688187172,1.1683657910987002
"annual_inc_Inc Mid(50-100k), fico_range_low_FICO Good(670-739), revol_util_Util High(60-90)",home_Home MORTGAGE,0.056632,0.573802383075302,1.1683261996271919
"fico_range_low_FICO Good(670-739), grade_Grade A, purpose_debt_consolidation",dti_DTI Healthy(<20),0.040092,0.6873542723906186,1.167992551114745
"grade_Grade B, home_Home MORTGAGE, revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.047156,0.7598453109893653,1.1679003501176828
"grade_Grade A, revol_util_Util Moderate(30-60)",dti_DTI Healthy(<20),0.05176,0.6868000636908869,1.167050807302201
"grade_Grade A, int_rate_IntRate Low, revol_util_Util Moderate(30-60)",dti_DTI Healthy(<20),0.051728,0.6867399500823111,1.1669486587452524
"emp_length_Emp Long(8+), home_Home MORTGAGE, purpose_debt_consolidation",annual_inc_Inc Mid(50-100k),0.078112,0.5652425610744471,1.166921065498004
"dti_DTI Manageable(20-35), fico_range_low_FICO Good(670-739), int_rate_IntRate Very High",purpose_debt_consolidation,0.046144,0.6603319977103606,1.1668044883667306
"emp_length_Emp Long(8+), home_Home MORTGAGE, revol_util_Util Moderate(30-60)",annual_inc_Inc Mid(50-100k),0.053452,0.5651033957795915,1.1666337642129687
"fico_range_low_FICO Good(670-739), grade_Grade A, revol_util_Util Moderate(30-60)",dti_DTI Healthy(<20),0.040024,0.6863296522395226,1.166251456671497
"annual_inc_Inc Mid(50-100k), dti_DTI Manageable(20-35), fico_range_low_FICO Good(670-739)",home_Home MORTGAGE,0.07292,0.5727301288092994,1.1661429693225027
"int_rate_IntRate Low, loan_amnt_Loan Medium(10-25k)",dti_DTI Healthy(<20),0.076808,0.6862268601243656,1.1660767863018795
"emp_length_Emp Long(8+), revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.058976,0.6862142790654379,1.1660554078312668
"dti_DTI Manageable(20-35), fico_range_low_FICO Good(670-739), loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.071716,0.5647818554103008,1.165969956750169
"int_rate_IntRate Low, revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.077208,0.7585773236392219,1.1659514233443518
"emp_length_Emp Mid(4-7), revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.04622,0.6856346051148163,1.1650703919761294
"fico_range_low_FICO Fair(<670), loan_amnt_Loan Medium(10-25k)",annual_inc_Inc Mid(50-100k),0.061804,0.564213985758627,1.1647976121593167
"annual_inc_Inc Mid(50-100k), emp_length_Emp Mid(4-7), fico_range_low_FICO Good(670-739)",loan_amnt_Loan Medium(10-25k),0.04326,0.5451933256036698,1.1646145224075044
"dti_DTI Healthy(<20), loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation",annual_inc_Inc Mid(50-100k),0.088608,0.5639798360405316,1.1643142192633418
"loan_amnt_Loan Medium(10-25k), purpose_debt_consolidation, revol_util_Util Moderate(30-60)",annual_inc_Inc Mid(50-100k),0.067976,0.563629730357202,1.1635914398317093
"dti_DTI Manageable(20-35), emp_length_Emp Long(8+)",annual_inc_Inc Mid(50-100k),0.089432,0.5635144671841918,1.1633534835383863
"dti_DTI Manageable(20-35), emp_length_Emp Long(8+), loan_amnt_Loan Medium(10-25k)",purpose_debt_consolidation,0.053148,0.6583589337033,1.163318090695172
"grade_Grade B, purpose_debt_consolidation, revol_util_Util Moderate(30-60)",fico_range_low_FICO Good(670-739),0.053824,0.7568053993250843,1.1632279334485347
"fico_range_low_FICO Good(670-739), int_rate_IntRate Low, loan_amnt_Loan Small(<10k)",dti_DTI Healthy(<20),0.046292,0.684185634052616,1.1626082156641313
"fico_range_low_FICO Good(670-739), purpose_debt_consolidation, revol_util_Util High(60-90)",loan_amnt_Loan Medium(10-25k),0.063368,0.5440620921766604,1.16219803853755
"annual_inc_Inc Mid(50-100k), home_Home MORTGAGE",loan_amnt_Loan Medium(10-25k),0.140244,0.5439355859629527,1.1619278023355648
"dti_DTI Manageable(20-35), home_Home MORTGAGE",annual_inc_Inc Mid(50-100k),0.104572,0.562759659885911,1.161795213518731
"fico_range_low_FICO Good(670-739), revol_util_Util Excellent(<30)",dti_DTI Healthy(<20),0.087024,0.6836994437635524,1.1617820527102363
"home_Home MORTGAGE, int_rate_IntRate Low, loan_amnt_Loan Medium(10-25k)",dti_DTI Healthy(<20),0.044748,0.6836348081153752,1.1616722200393128
